sk-id-curr,oof_preds
100498,1.0
100499,0.0
100500,0.0
100501,0.0
100502,0.0
100503,1.0
100504,1.0
100505,0.0
100506,1.0
100507,0.0
100508,0.0
100509,0.0
100511,0.0
100513,0.0
100514,0.0
100515,0.0
100516,0.0
100518,0.0
100519,0.0
100520,0.0
100521,1.0
100522,0.0
100523,1.0
100524,0.0
100525,1.0
100526,1.0
100527,0.0
100528,0.0
100529,0.0
100530,1.0
100531,1.0
100532,1.0
100533,0.0
100534,0.0
100535,0.0
100536,0.0
100537,1.0
100538,1.0
100539,0.0
100540,1.0
100541,1.0
100542,0.0
100543,0.0
100544,1.0
100545,0.0
100546,0.0
100547,1.0
100549,1.0
100550,0.0
100554,0.0
100555,1.0
100556,0.0
100557,0.0
100558,1.0
100559,0.0
100560,1.0
100562,0.0
100563,0.0
100564,0.0
100565,0.0
100566,0.0
100567,1.0
100570,0.0
100571,1.0
100572,0.0
100573,0.0
100574,0.0
100575,0.0
100576,0.0
100577,0.0
100578,0.0
100579,1.0
100580,0.0
100581,0.0
100582,0.0
100583,0.0
100584,1.0
100585,0.0
100586,0.0
100587,0.0
100588,0.0
100589,0.0
100590,0.0
100593,0.0
100594,0.0
100595,0.0
100596,0.0
100597,1.0
100598,0.0
100599,1.0
100600,0.0
100601,1.0
100603,0.0
100604,0.0
100605,0.0
100606,0.0
100608,1.0
100609,1.0
100610,0.0
100611,0.0
100612,0.0
100614,1.0
100615,0.0
100616,1.0
100619,0.0
100620,0.0
100621,0.0
100623,0.0
100624,0.0
100626,0.0
100627,0.0
100628,0.0
100629,0.0
100630,0.0
100631,0.0
100632,0.0
100633,1.0
100634,0.0
100635,1.0
100636,0.0
100637,0.0
100638,0.0
100639,0.0
100640,0.0
100641,1.0
100642,1.0
100643,0.0
100644,0.0
100645,0.0
100646,1.0
100647,0.0
100648,1.0
100649,1.0
100650,1.0
100651,0.0
100652,0.0
100653,1.0
100654,1.0
100655,0.0
100656,0.0
100657,0.0
100658,1.0
100659,0.0
100660,0.0
100661,0.0
100662,0.0
100663,0.0
100664,0.0
100665,1.0
100666,1.0
100667,0.0
100668,0.0
100669,0.0
100670,0.0
100671,0.0
100672,1.0
100673,0.0
100674,0.0
100675,1.0
100676,0.0
100678,0.0
100679,0.0
100680,0.0
100681,1.0
100682,1.0
100683,0.0
100684,0.0
100685,0.0
100686,0.0
100687,0.0
100688,1.0
100689,0.0
100690,1.0
100691,1.0
100692,0.0
100693,0.0
100694,0.0
100695,0.0
100696,0.0
100697,0.0
100698,0.0
100700,1.0
100701,0.0
100703,0.0
100704,0.0
100705,1.0
100706,0.0
100707,0.0
100708,1.0
100709,0.0
100710,0.0
100712,0.0
100713,0.0
100714,0.0
100715,1.0
100716,1.0
100717,1.0
100718,0.0
100719,0.0
100720,0.0
100721,0.0
100722,1.0
100723,0.0
100724,1.0
100725,0.0
100726,1.0
100727,0.0
100728,1.0
100730,0.0
100731,0.0
100732,1.0
100733,1.0
100734,0.0
100735,0.0
100736,0.0
100737,0.0
100738,0.0
100739,0.0
100741,1.0
100742,0.0
100743,0.0
100746,0.0
100748,0.0
100749,0.0
100750,1.0
100755,1.0
100756,0.0
100757,0.0
100758,0.0
100759,0.0
100761,0.0
100764,0.0
100766,0.0
100767,1.0
100768,0.0
100769,0.0
100771,0.0
100773,0.0
100774,1.0
100775,0.0
100776,0.0
100778,0.0
100779,0.0
100780,0.0
100781,1.0
100782,0.0
100783,0.0
100784,1.0
100785,0.0
100786,0.0
100787,0.0
100788,0.0
100789,0.0
100790,0.0
100793,0.0
100794,0.0
100795,0.0
100796,1.0
100798,0.0
100799,0.0
100800,0.0
100801,1.0
100802,1.0
100803,0.0
100804,1.0
100805,0.0
100806,0.0
100807,1.0
100808,0.0
100809,0.0
100810,0.0
100811,0.0
100812,0.0
100813,0.0
100814,0.0
100815,0.0
100816,0.0
100817,1.0
100818,0.0
100819,0.0
100820,1.0
100821,0.0
100822,1.0
100824,0.0
100825,0.0
100827,1.0
100828,1.0
100829,0.0
100831,0.0
100832,0.0
100833,0.0
100834,1.0
100835,1.0
100837,1.0
100838,1.0
100839,1.0
100840,0.0
100841,1.0
100842,0.0
100843,0.0
100844,0.0
100845,1.0
100846,0.0
100847,0.0
100848,0.0
100849,0.0
100850,0.0
100851,0.0
100852,0.0
100853,0.0
100854,1.0
100855,0.0
100856,0.0
100857,0.0
100858,1.0
100859,0.0
100860,1.0
100861,1.0
100862,0.0
100863,0.0
100864,0.0
100865,0.0
100866,0.0
100867,0.0
100868,1.0
100869,1.0
100870,0.0
100871,1.0
100873,0.0
100874,0.0
100875,0.0
100876,0.0
100877,1.0
100878,0.0
100879,0.0
100880,0.0
100881,0.0
100882,1.0
100883,1.0
100884,1.0
100885,0.0
100886,0.0
100887,0.0
100888,0.0
100889,0.0
100890,0.0
100891,0.0
100892,0.0
100893,0.0
100894,0.0
100895,0.0
100896,0.0
100897,1.0
100898,0.0
100899,0.0
100900,0.0
100901,0.0
100902,0.0
100903,0.0
100904,0.0
100905,0.0
100906,0.0
100907,0.0
100908,0.0
100909,0.0
100911,0.0
100912,0.0
100914,0.0
100915,1.0
100916,0.0
100917,0.0
100919,0.0
100920,0.0
100921,1.0
100922,0.0
100923,0.0
100924,0.0
100925,0.0
100926,0.0
100927,0.0
100928,0.0
100929,0.0
100930,0.0
100932,0.0
100933,0.0
100934,0.0
100935,0.0
100936,1.0
100937,1.0
100938,0.0
100939,1.0
100940,0.0
100941,1.0
100942,1.0
100943,0.0
100944,1.0
100945,1.0
100946,1.0
100947,1.0
100948,0.0
100949,0.0
100950,0.0
100951,1.0
100954,0.0
100955,0.0
100956,0.0
100957,0.0
100958,0.0
100959,0.0
100960,0.0
100961,0.0
100962,0.0
100963,0.0
100964,0.0
100966,0.0
100967,0.0
100968,0.0
100969,0.0
100971,1.0
100972,1.0
100973,1.0
100974,0.0
100975,0.0
100976,1.0
100977,0.0
100978,0.0
100979,0.0
100980,0.0
100981,0.0
100985,0.0
100986,0.0
100988,0.0
100989,0.0
100990,1.0
100991,0.0
100992,1.0
100993,1.0
100994,1.0
100995,1.0
100996,1.0
100999,0.0
101000,1.0
101001,0.0
101003,0.0
101004,1.0
101006,0.0
101007,1.0
101009,0.0
101010,1.0
101011,0.0
101012,1.0
101013,1.0
101014,0.0
101015,0.0
101016,1.0
101017,1.0
101018,0.0
101019,1.0
101022,0.0
101023,0.0
101027,1.0
101028,0.0
101029,0.0
101030,0.0
101032,0.0
101033,0.0
101034,1.0
101035,0.0
101036,1.0
101037,0.0
101038,0.0
101039,0.0
101040,0.0
101042,0.0
101043,0.0
101044,0.0
101045,0.0
101046,0.0
101047,1.0
101048,0.0
101049,1.0
101050,1.0
101052,0.0
101053,1.0
101054,0.0
101058,0.0
101059,0.0
101060,0.0
101061,0.0
101062,0.0
101063,0.0
101065,0.0
101066,1.0
101067,1.0
101068,0.0
101069,0.0
101070,0.0
101071,0.0
101072,0.0
101073,1.0
101074,1.0
101075,0.0
101076,1.0
101077,1.0
101078,1.0
101080,1.0
101081,1.0
101082,1.0
101083,0.0
101084,0.0
101085,0.0
101086,0.0
101088,0.0
101089,0.0
101091,0.0
101093,1.0
101094,0.0
101095,0.0
101096,1.0
101098,0.0
101100,0.0
101101,1.0
101102,0.0
101103,0.0
101104,0.0
101105,1.0
101106,1.0
101108,0.0
101109,1.0
101110,0.0
101111,0.0
101112,0.0
101113,0.0
101114,0.0
101115,0.0
101116,0.0
101117,0.0
101119,0.0
101120,0.0
101121,1.0
101122,0.0
101123,0.0
101124,0.0
101127,1.0
101129,0.0
101130,0.0
101131,0.0
101132,0.0
101133,0.0
101134,0.0
101135,1.0
101137,0.0
101138,0.0
101139,0.0
101141,0.0
101142,1.0
101143,0.0
101144,0.0
101145,0.0
101146,1.0
101147,1.0
101148,0.0
101150,1.0
101151,0.0
101152,0.0
101153,0.0
101154,0.0
101155,0.0
101156,0.0
101157,0.0
101158,1.0
101159,1.0
101161,0.0
101162,0.0
101163,0.0
101164,0.0
101165,0.0
101166,1.0
101167,0.0
101168,1.0
101170,0.0
101171,0.0
101172,0.0
101173,1.0
101174,0.0
101175,0.0
101176,0.0
101177,0.0
101178,0.0
101179,1.0
101180,0.0
101182,0.0
101183,1.0
101184,1.0
101185,0.0
101187,1.0
101188,0.0
101189,0.0
101191,1.0
101192,0.0
101195,0.0
101196,0.0
101197,1.0
101199,0.0
101201,1.0
101202,1.0
101203,1.0
101205,1.0
101206,0.0
101207,0.0
101208,1.0
101209,0.0
101210,0.0
101212,1.0
101214,0.0
101215,0.0
101216,0.0
101217,0.0
101218,1.0
101219,0.0
101220,1.0
101221,0.0
101222,0.0
101224,0.0
101226,1.0
101227,0.0
101228,0.0
101229,1.0
101230,0.0
101231,1.0
101232,0.0
101233,0.0
101234,1.0
101235,0.0
101236,0.0
101238,1.0
101239,1.0
101240,0.0
101241,1.0
101242,1.0
101245,1.0
101246,0.0
101247,0.0
101248,0.0
101249,0.0
101250,0.0
101251,0.0
101252,0.0
101253,0.0
101254,1.0
101255,0.0
101256,1.0
101257,0.0
101260,0.0
101261,1.0
101262,0.0
101263,1.0
101264,0.0
101265,0.0
101266,0.0
101267,0.0
101270,0.0
101272,0.0
101273,0.0
101274,0.0
101275,1.0
101276,1.0
101277,1.0
101278,0.0
101280,0.0
101282,0.0
101283,1.0
101284,0.0
101285,0.0
101286,0.0
101288,0.0
101289,0.0
101290,0.0
101291,1.0
101293,0.0
101295,1.0
101298,0.0
101300,1.0
101302,0.0
101303,1.0
101304,0.0
101306,1.0
101307,0.0
101309,0.0
101310,0.0
101311,0.0
101312,1.0
101313,0.0
101314,0.0
101315,0.0
101316,0.0
101317,0.0
101319,0.0
101320,0.0
101321,0.0
101322,0.0
101323,0.0
101324,1.0
101325,0.0
101326,0.0
101328,0.0
101330,0.0
101331,1.0
101333,0.0
101334,0.0
101335,0.0
101336,0.0
101338,1.0
101339,0.0
101340,1.0
101341,0.0
101342,1.0
101344,1.0
101347,0.0
101348,0.0
101349,1.0
101350,1.0
101351,0.0
101352,0.0
101357,0.0
101358,0.0
101359,1.0
101360,1.0
101361,1.0
101364,1.0
101369,1.0
101370,1.0
101371,1.0
101372,0.0
101373,1.0
101375,0.0
101376,0.0
101377,1.0
101378,0.0
101379,0.0
101381,0.0
101382,1.0
101384,1.0
101385,0.0
101386,1.0
101387,1.0
101388,1.0
101389,1.0
101390,0.0
101391,0.0
101392,0.0
101393,0.0
101394,0.0
101395,0.0
101396,0.0
101397,0.0
101400,0.0
101402,1.0
101403,0.0
101404,0.0
101405,0.0
101406,1.0
101407,0.0
101408,0.0
101409,0.0
101410,1.0
101411,0.0
101413,0.0
101414,0.0
101415,0.0
101416,0.0
101417,0.0
101418,1.0
101419,0.0
101420,1.0
101421,0.0
101422,1.0
101423,0.0
101424,0.0
101425,0.0
101430,0.0
101431,1.0
101432,0.0
101433,0.0
101435,0.0
101436,0.0
101437,0.0
101438,1.0
101439,0.0
101441,1.0
101442,0.0
101443,0.0
101444,1.0
101445,0.0
101446,0.0
101447,0.0
101450,0.0
101451,0.0
101452,0.0
101453,1.0
101454,0.0
101455,1.0
101456,1.0
101457,1.0
101458,1.0
101459,0.0
101460,1.0
101461,0.0
101462,1.0
101463,0.0
101464,0.0
101466,0.0
101468,0.0
101469,1.0
101470,0.0
101471,0.0
101473,0.0
101474,1.0
101475,0.0
101476,1.0
101477,0.0
101479,1.0
101480,0.0
101481,1.0
101482,0.0
101483,1.0
101484,1.0
101485,0.0
101486,0.0
101487,0.0
101488,0.0
101489,1.0
101490,0.0
101491,0.0
101492,0.0
101493,0.0
101494,0.0
101495,1.0
101496,0.0
101498,0.0
101499,0.0
101500,0.0
101501,1.0
101502,0.0
101503,0.0
101505,1.0
101506,1.0
101507,0.0
101508,0.0
101509,0.0
101510,0.0
101511,0.0
101512,0.0
101513,0.0
101514,0.0
101515,1.0
101516,1.0
101517,0.0
101518,1.0
101519,0.0
101520,1.0
101521,0.0
101522,0.0
101523,0.0
101524,0.0
101525,0.0
101526,1.0
101527,1.0
101528,0.0
101529,1.0
101530,1.0
101531,1.0
101532,1.0
101533,0.0
101534,0.0
101535,0.0
101536,1.0
101537,1.0
101538,0.0
101539,0.0
101540,0.0
101541,0.0
101542,0.0
101543,0.0
101544,0.0
101545,0.0
101546,0.0
101549,0.0
101550,0.0
101551,1.0
101552,0.0
101553,0.0
101554,1.0
101556,0.0
101557,0.0
101558,0.0
101559,1.0
101560,1.0
101561,0.0
101562,1.0
101563,0.0
101564,1.0
101565,0.0
101566,0.0
101567,0.0
101568,0.0
101569,0.0
101571,0.0
101573,1.0
101574,1.0
101575,0.0
101576,0.0
101577,0.0
101579,1.0
101581,0.0
101582,0.0
101583,0.0
101584,1.0
101585,0.0
101586,0.0
101587,1.0
101589,1.0
101590,1.0
101591,0.0
101592,1.0
101593,0.0
101594,0.0
101595,0.0
101596,0.0
101597,0.0
101598,0.0
101599,1.0
101600,0.0
101601,0.0
101603,1.0
101604,0.0
101605,0.0
101606,0.0
101607,0.0
101608,0.0
101609,0.0
101611,0.0
101612,0.0
101613,0.0
101615,0.0
101617,1.0
101618,0.0
101619,0.0
101620,0.0
101621,0.0
101622,1.0
101623,0.0
101624,0.0
101625,1.0
101626,0.0
101627,0.0
101628,0.0
101629,0.0
101630,0.0
101631,0.0
101632,1.0
101633,0.0
101634,0.0
101635,0.0
101636,0.0
101637,0.0
101638,0.0
101639,0.0
101640,0.0
101641,0.0
101642,1.0
101645,0.0
101646,1.0
101647,0.0
101648,0.0
101651,0.0
101652,0.0
101653,0.0
101654,0.0
101655,0.0
101656,0.0
101657,0.0
101658,0.0
101659,0.0
101660,1.0
101661,0.0
101662,0.0
101663,0.0
101664,0.0
101666,1.0
101668,0.0
101670,0.0
101671,0.0
101672,0.0
101673,0.0
101676,0.0
101677,0.0
101679,1.0
101680,0.0
101681,0.0
101683,1.0
101684,1.0
101685,1.0
101687,1.0
101688,1.0
101689,1.0
101690,1.0
101691,0.0
101692,1.0
101693,0.0
101694,0.0
101695,0.0
101696,0.0
101698,1.0
101699,1.0
101701,0.0
101702,0.0
101703,0.0
101704,0.0
101705,1.0
101706,0.0
101707,0.0
101708,0.0
101709,1.0
101710,0.0
101712,0.0
101713,0.0
101716,1.0
101717,0.0
101718,1.0
101719,1.0
101720,0.0
101721,0.0
101722,0.0
101723,1.0
101724,0.0
101725,0.0
101726,0.0
101727,0.0
101729,0.0
101730,1.0
101731,0.0
101733,0.0
101734,0.0
101735,0.0
101736,1.0
101737,0.0
101738,0.0
101739,0.0
101740,0.0
101741,0.0
101742,1.0
101743,0.0
101744,1.0
101745,0.0
101746,0.0
101747,0.0
101748,1.0
101749,0.0
101750,1.0
101751,0.0
101752,0.0
101753,0.0
101754,0.0
101755,0.0
101756,0.0
101760,0.0
101761,0.0
101763,0.0
101765,1.0
101766,0.0
101767,0.0
101768,0.0
101769,0.0
101770,0.0
101771,1.0
101772,0.0
101773,0.0
101774,0.0
101775,0.0
101776,0.0
101777,1.0
101778,0.0
101779,0.0
101781,0.0
101782,1.0
101783,0.0
101785,1.0
101786,1.0
101787,0.0
101788,0.0
101790,0.0
101791,0.0
101792,0.0
101793,0.0
101794,0.0
101795,0.0
101796,1.0
101797,0.0
101798,0.0
101799,1.0
101800,0.0
101801,0.0
101802,0.0
101803,1.0
101804,0.0
101805,1.0
101806,0.0
101807,1.0
101808,0.0
101809,0.0
101810,0.0
101811,0.0
101812,0.0
101813,0.0
101814,1.0
101815,1.0
101817,0.0
101818,1.0
101820,0.0
101821,0.0
101822,1.0
101823,0.0
101824,0.0
101825,0.0
101826,1.0
101828,0.0
101829,0.0
101830,0.0
101831,1.0
101832,0.0
101833,1.0
101834,1.0
101835,0.0
101836,0.0
101837,0.0
101838,0.0
101839,0.0
101840,0.0
101841,1.0
101842,0.0
101843,0.0
101844,0.0
101845,0.0
101846,0.0
101847,0.0
101848,1.0
101849,1.0
101850,0.0
101851,1.0
101852,0.0
101853,0.0
101854,0.0
101855,0.0
101856,0.0
101857,0.0
101858,0.0
101859,1.0
101860,0.0
101861,1.0
101862,0.0
101864,1.0
101865,0.0
101866,1.0
101868,1.0
101869,0.0
101871,1.0
101872,1.0
101874,1.0
101875,1.0
101876,0.0
101877,0.0
101881,0.0
101882,1.0
101883,1.0
101884,0.0
101885,1.0
101886,0.0
101888,0.0
101889,0.0
101890,0.0
101891,0.0
101892,0.0
101893,0.0
101894,0.0
101895,0.0
101896,0.0
101898,0.0
101899,0.0
101900,1.0
101902,1.0
101904,0.0
101905,0.0
101906,0.0
101907,0.0
101908,1.0
101909,0.0
101910,1.0
101911,0.0
101912,0.0
101913,0.0
101914,0.0
101915,0.0
101916,1.0
101917,0.0
101918,0.0
101919,0.0
101923,0.0
101924,0.0
101925,0.0
101926,0.0
101927,0.0
101928,1.0
101929,0.0
101930,1.0
101931,0.0
101932,0.0
101933,1.0
101934,0.0
101935,0.0
101936,0.0
101937,1.0
101938,1.0
101939,0.0
101940,0.0
101941,0.0
101942,0.0
101943,0.0
101944,1.0
101945,0.0
101946,1.0
101947,0.0
101948,1.0
101949,0.0
101950,0.0
101951,0.0
101952,0.0
101953,0.0
101954,0.0
101955,1.0
101956,1.0
101957,0.0
101958,0.0
101959,0.0
101960,0.0
101963,0.0
101964,0.0
101965,1.0
101966,0.0
101967,0.0
101968,0.0
101969,0.0
101970,1.0
101972,0.0
101973,1.0
101974,0.0
101975,0.0
101977,1.0
101978,1.0
101979,0.0
101980,1.0
101981,1.0
101982,0.0
101983,1.0
101984,1.0
101985,0.0
101986,0.0
101987,1.0
101988,0.0
101989,1.0
101990,0.0
101991,0.0
101992,1.0
101993,0.0
101994,0.0
101995,0.0
101996,0.0
101997,1.0
101998,0.0
101999,1.0
102000,0.0
102001,0.0
102003,1.0
102004,0.0
102006,0.0
102008,1.0
102009,0.0
102010,0.0
102011,1.0
102012,0.0
102013,1.0
102014,0.0
102015,0.0
102016,0.0
102018,1.0
102020,1.0
102021,0.0
102022,0.0
102023,0.0
102024,1.0
102025,1.0
102026,0.0
102027,0.0
102028,1.0
102030,1.0
102031,1.0
102032,0.0
102033,1.0
102034,1.0
102035,1.0
102036,0.0
102037,0.0
102038,0.0
102039,0.0
102040,0.0
102041,0.0
102042,0.0
102043,1.0
102044,0.0
102045,1.0
102046,0.0
102047,0.0
102048,0.0
102049,0.0
102050,0.0
102053,1.0
102055,0.0
102056,0.0
102057,0.0
102058,0.0
102059,1.0
102060,0.0
102061,0.0
102063,0.0
102064,1.0
102065,0.0
102066,0.0
102069,0.0
102071,0.0
102072,0.0
102073,1.0
102074,1.0
102075,1.0
102076,1.0
102077,0.0
102078,0.0
102079,1.0
102080,0.0
102081,0.0
102082,1.0
102083,1.0
102084,1.0
102085,0.0
102086,0.0
102087,1.0
102088,0.0
102089,0.0
102091,0.0
102093,0.0
102094,0.0
102095,0.0
102096,0.0
102097,0.0
102098,0.0
102101,0.0
102102,0.0
102103,0.0
102104,0.0
102105,0.0
102106,1.0
102107,0.0
102108,1.0
102109,0.0
102110,0.0
102111,0.0
102114,1.0
102115,0.0
102116,0.0
102117,1.0
102118,0.0
102119,0.0
102120,1.0
102121,0.0
102124,0.0
102127,0.0
102128,1.0
102129,0.0
102130,0.0
102131,0.0
102132,1.0
102133,1.0
102134,0.0
102135,1.0
102136,1.0
102137,0.0
102138,0.0
102139,0.0
102140,1.0
102141,0.0
102142,0.0
102143,0.0
102144,1.0
102145,1.0
102148,1.0
102149,0.0
102150,1.0
102152,1.0
102153,1.0
102154,0.0
102155,0.0
102156,0.0
102157,1.0
102160,0.0
102161,1.0
102163,0.0
102164,0.0
102167,1.0
102168,1.0
102169,1.0
102170,0.0
102171,1.0
102172,1.0
102173,0.0
102175,0.0
102176,0.0
102177,0.0
102178,0.0
102179,0.0
102180,0.0
102181,0.0
102182,0.0
102183,1.0
102184,0.0
102185,0.0
102186,0.0
102187,1.0
102188,1.0
102189,0.0
102190,1.0
102191,1.0
102192,0.0
102194,0.0
102195,0.0
102196,0.0
102197,1.0
102199,0.0
102200,1.0
102201,0.0
102202,0.0
102203,0.0
102204,0.0
102207,0.0
102208,1.0
102209,0.0
102210,0.0
102211,0.0
102212,0.0
102213,0.0
102214,0.0
102215,0.0
102216,0.0
102217,1.0
102219,0.0
102220,0.0
102222,0.0
102223,0.0
102224,0.0
102225,1.0
102226,1.0
102227,0.0
102228,0.0
102229,0.0
102231,0.0
102232,0.0
102233,0.0
102234,0.0
102235,1.0
102236,0.0
102237,0.0
102239,0.0
102240,0.0
102241,0.0
102242,0.0
102243,1.0
102244,0.0
102245,0.0
102246,1.0
102247,0.0
102249,0.0
102250,0.0
102251,1.0
102253,1.0
102254,0.0
102255,0.0
102256,0.0
102257,0.0
102258,0.0
102260,1.0
102261,0.0
102263,1.0
102264,0.0
102265,0.0
102266,0.0
102267,1.0
102268,0.0
102269,0.0
102270,0.0
102271,0.0
102272,0.0
102274,1.0
102275,0.0
102276,0.0
102277,0.0
102278,1.0
102279,1.0
102280,0.0
102281,1.0
102282,0.0
102283,0.0
102284,1.0
102285,0.0
102287,0.0
102288,0.0
102289,0.0
102290,0.0
102291,0.0
102292,0.0
102295,0.0
102297,0.0
102299,0.0
102300,1.0
102301,0.0
102302,0.0
102304,0.0
102305,0.0
102306,0.0
102307,0.0
102308,0.0
102310,0.0
102311,1.0
102312,1.0
102313,0.0
102314,0.0
102316,0.0
102317,0.0
102318,0.0
102319,0.0
102320,0.0
102321,0.0
102322,1.0
102323,0.0
102324,0.0
102325,1.0
102326,1.0
102327,0.0
102328,0.0
102329,0.0
102330,1.0
102331,1.0
102332,0.0
102333,0.0
102334,1.0
102335,0.0
102336,0.0
102337,1.0
